Sales Order Number,Sales Order Date,Customer ID,product_id,system_sku,main_category,sub_category,brand_name,product_name,Visitors,Quantity,Transactions,Sales,Profit,Shipment Order Date,Ship Mode,City,Country,Location
7433,4/14/2018,9343,2384,128-PLVBB,Beauty,4-hour Delivery for Mother's day,Phyto Laboratory,Phyto Laboratory Vitamin B3 + Ceramides Biocellulose Mask (5 Sheets) 30ml,1,1,9.58,9.584,3.3544,#############,Standard Class,Jacksonville,United States,North Carolina
7434,11/7/2018,11185,4029,186-MC007,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Rose 100% Essential Oil 10ml,1,2,124.46,124.46,58.4962,#############,Standard Class,Chicago,United States,Illinois
7435,4/10/2019,11175,4289,186-SETMC359,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Botanical Placenta Extract Serum & Ems Color Spectrum Face Device 2pcs,1,3,64.17,64.17,18.6093,#############,Standard Class,Chicago,United States,Illinois
7436,4/5/2018,11085,4181,186-SETMC219,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device & Luminous Whitening Serum Egf 2pcs,1,5,719.96,719.96,53.997,#############,First Class,Pocatello,United States,Idaho
7437,4/23/2018,11085,4183,186-SETMC221,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device & Rose Bulgarian Essential Oil Complex 2pcs,1,8,647.84,647.84,32.392,#############,First Class,Pocatello,United States,Idaho
7438,4/7/2018,10443,4144,186-SETMC182,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Acne Care Promotion Discount,1,6,90.24,90.24,41.5104,#############,First Class,Pocatello,United States,Idaho
7439,1/12/2019,10443,4048,186-MC049,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Bust Developing Essential Oil Complex 50ml,1,7,"4,548.81",4548.81,1228.1787,#############,Standard Class,Plano,United States,Texas
7440,12/24/2017,10443,4151,186-SETMC189,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Intensive Eye Lift Essential Oil 2pcs,1,5,300.93,300.93,-34.392,#############,First Class,New York City,United States,New York
7441,11/27/2018,11160,4150,186-SETMC188,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Intensive Firm-Up & Whitening Essential Oil 2pcs,1,4,23.92,23.92,10.764,#############,Standard Class,New York City,United States,New York
7442,2/10/2019,9535,4104,186-SETMC040,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Oily Acne Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,2,85.52,85.52,22.2352,#############,Standard Class,New York City,United States,New York
7443,1/29/2018,9535,4290,186-SETMC360,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Advance Eye Treatment Essence & Ems Color Spectrum Face Device 2pcs,1,3,9.84,9.84,2.6568,#############,Standard Class,New York City,United States,New York
7444,9/1/2018,9535,4145,186-SETMC183,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Makeup Setting Promotion Discount,1,3,20.04,20.04,9.6192,#############,Standard Class,New York City,United States,New York
7445,2/5/2019,9535,4288,186-SETMC358,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Dna Intensive Lifting Serum & Ems Color Spectrum Face Device 2pcs,1,4,631.96,631.96,303.3408,#############,Standard Class,New York City,United States,New York
7446,3/19/2018,11212,4106,186-SETMC042,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Whitening & Moisturizing Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,2,5.56,5.56,1.4456,#############,Standard Class,Chicago,United States,Illinois
7447,1/3/2018,10933,4112,186-SETMC048,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Facial & Firming Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,5,"1,137.75",1137.75,250.305,#############,Second Class,Houston,United States,Texas
7448,9/22/2018,10933,4108,186-SETMC044,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Anti-Sensitive & Moisturizing Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,5,99.68,99.68,32.396,#############,Second Class,Houston,United States,Texas
7449,1/11/2018,11214,4120,186-SETMC056,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Ginger Body Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,2,153.58,153.584,-32.6366,#############,Second Class,Houston,United States,Texas
7450,3/1/2019,11214,4118,186-SETMC054,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Nerve Blend Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,6,"1,003.62",1003.62,0,#############,Standard Class,Meriden,United States,Connecticut
7451,12/5/2018,11214,4116,186-SETMC052,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Slimming & Firming Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,4,35.17,35.168,11.4296,#############,Standard Class,Meriden,United States,Connecticut
7452,4/3/2019,5799,4182,186-SETMC220,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device & Whitening & Moisturizing Essential Oil Complex 2pcs,1,1,11.18,11.184,0.8388,#############,Standard Class,Meriden,United States,Connecticut
7453,6/24/2018,10096,4092,186-SETMC028,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Rose Nourishing Therapy Serum & EMS Color Spectrum Face Device 2pcs,1,7,87.71,87.71,41.2237,#############,Second Class,Glenview,United States,Illinois
7454,5/1/2018,10096,4090,186-SETMC026,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Hyaluronic Acid B5 Therapy Serum & Ems Color Spectrum Face Device 2pcs,1,4,"1,101.48",1101.48,429.5772,#############,Standard Class,Houston,United States,Texas
7455,2/28/2018,10096,4173,186-SETMC211,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device & Placenta Oxygen Therapy Serum 2pcs,1,3,"1,322.35",1322.352,-99.1764,#############,First Class,San Francisco,United States,California
7456,7/20/2018,10096,4091,186-SETMC027,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Placenta Oxygen Therapy Serum & Ems Color Spectrum Face Device 2pcs,1,3,5.46,5.46,1.4742,#############,First Class,San Francisco,United States,California
7457,5/9/2019,4591,4172,186-SETMC210,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device&Hyaluronic Acid B5 Therapy Serum 2pcs,1,5,82.95,82.95,29.0325,#############,Standard Class,New York City,United States,New York
7458,2/10/2018,11223,4208,186-SETMC278,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Sweet Orange 100% Essential Oil & Nano Beauty Mist Hydrator 2pcs,1,4,64.86,64.864,6.4864,#############,Standard Class,New York City,United States,New York
7459,1/3/2018,11223,4174,186-SETMC212,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set EMS Color Spectrum Face Device & Rose Nourishing Therapy Serum 2pcs,1,2,217.58,217.584,-29.9178,#############,First Class,Baltimore,United States,Maryland
7460,10/25/2018,5413,4130,186-SETMC153,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Body Nerve Therapy Device Set Magnetic Meridians Therapy Massager & Slimming & Firming Essential Oil Complex 2pcs,1,1,136.99,136.99,36.9873,#############,First Class,Baltimore,United States,Maryland
7461,5/5/2019,5413,4155,186-SETMC193,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Whitening & Moisturizing Essential Oil Complex 2pcs,1,1,3.15,3.15,1.512,#############,First Class,Baltimore,United States,Maryland
7462,5/21/2018,5413,4159,186-SETMC197,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Bust Developing Essential Oil Complex 2pcs,1,1,9.11,9.11,4.0995,#############,First Class,Baltimore,United States,Maryland
7463,2/20/2018,5413,4133,186-SETMC157,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Body Nerve Therapy Device Set Magnetic Meridians Therapy Massager & Nerve Blend Essential Oil Complex 2pcs,1,4,571.44,571.44,165.7176,#############,First Class,Baltimore,United States,Maryland
7464,3/12/2018,5413,4110,186-SETMC046,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Astringent & Whitening Essential Oil Complex & EMS Color Spectrum Face Device 2pcs,1,5,32.4,32.4,15.552,#############,First Class,Baltimore,United States,Maryland
7465,7/28/2018,5413,4102,186-SETMC038,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Anti-Wrinkle Essential Oil & EMS Color Spectrum Face Device 2pcs,1,1,16.91,16.91,4.5657,#############,Standard Class,Louisville,United States,Kentucky
7466,2/1/2018,5413,4100,186-SETMC036,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Whitening Moisturizing Essential Oil & EMS Color Spectrum Face Device 2pcs,1,8,14.27,14.272,4.2816,#############,Standard Class,Lebanon,United States,Tennessee
7467,12/29/2018,5413,4171,186-SETMC209,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set 24Hr Masque De Hydrant&EMS Color Spectrum Face Device 2pcs,1,4,451.14,451.136,-67.6704,#############,Second Class,Los Angeles,United States,California
7468,2/25/2018,2269,4136,186-SETMC161,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Body Nerve Therapy Device Set Magnetic Meridians Therapy Massager & Ginger Body Essential Oil Complex 2pcs,1,2,14.62,14.624,5.1184,#############,Standard Class,Providence,United States,Rhode Island
7469,7/23/2018,11226,4154,186-SETMC192,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Oily Acne Essential Oil Complex 2pcs,1,5,83.92,83.92,29.372,#############,Standard Class,Providence,United States,Rhode Island
7470,9/19/2018,11197,4156,186-SETMC194,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Anti-Sensitive & Moisturizing Essential Oil Complex 2pcs,1,3,98.35,98.352,34.4232,#############,Standard Class,Providence,United States,Rhode Island
7471,2/25/2019,4360,11372,190-LDBBB301,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Nourishing Lotion - Original - 170 gram,1,3,46.53,46.53,12.0978,#############,Standard Class,Detroit,United States,Michigan
7472,3/4/2018,4360,11374,190-LDBBB303,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Nourishing Lotion - Calming - 170 gram,1,2,97.84,97.84,25.4384,#############,Standard Class,Detroit,United States,Michigan
7473,3/27/2018,4360,4158,186-SETMC196,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve System Naturaltherapy Set Magnetic Meridians Therapy Massager & Facial & Firming Essential Oil Complex 2pcs,1,3,29.97,29.97,13.4865,#############,Standard Class,Houston,United States,Texas
7474,2/24/2018,1946,11373,190-LDBBB302,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Nourishing Lotion - Fragrance Free - 170 gram,1,1,7.31,7.31,3.4357,#############,Second Class,Columbia,United States,Tennessee
7475,1/22/2019,1946,11370,190-LDBBB202,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Shampoo & Wash - Fragrance Free - 235 ml,1,6,59.1,59.1,22.458,#############,First Class,Philadelphia,United States,Pennsylvania
7476,1/10/2018,428,11368,190-LDBBB101,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Bubble Bath - 350 ml,1,3,57.06,57.06,18.2592,#############,Standard Class,Pembroke Pines,United States,Florida
7477,7/3/2018,428,11369,190-LDBBB201,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Shampoo & Wash - Original - 235 ml,1,8,71.6,71.6,13.604,#############,Standard Class,Pembroke Pines,United States,Florida
7478,4/25/2019,428,11371,190-LDBBB203,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Shampoo & Wash - Calming - 235 ml,1,8,107.44,107.44,27.9344,#############,Standard Class,Pembroke Pines,United States,Florida
7479,12/30/2017,4102,11377,190-LDBBB402,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Multipurpose Ointment - 85 gram,1,3,9.14,9.144,3.0861,#############,Standard Class,Pembroke Pines,United States,Florida
7480,5/18/2019,9433,11375,190-LDBBB102,Beauty,Personal Care,Burt's Bees,Burt's Bees Baby Bee Nourishing Baby Oil - 115 ml,1,6,119.7,119.7,31.122,#############,Standard Class,Pembroke Pines,United States,Florida
7481,3/18/2018,3607,4309,186-SETMC379,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Rose Bulgarian Essential Oil Complex & Platiumn Micro-Current Therapy Roller 2pcs,1,5,29.12,29.12,9.828,#############,Standard Class,Pembroke Pines,United States,Florida
7482,10/22/2018,3607,4311,186-SETMC381,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Nerve Blend Essential Oil Complex & Platiumn Micro-Current Therapy Roller 2pcs,1,5,18.75,18.75,9,#############,Standard Class,Pembroke Pines,United States,Florida
7483,1/16/2018,10548,4308,186-SETMC378,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Facial & Firming Essential Oil Complex & Platiumn Micro-Current Therapy Roller 2pcs,1,2,17.48,17.48,8.2156,#############,Standard Class,Pembroke Pines,United States,Florida
7484,2/28/2018,10548,4306,186-SETMC376,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Foxur Remover Essential Oil & Platiumn Micro-Current Therapy Roller 2pcs,1,5,492.84,492.835,-14.081,#############,Standard Class,New York City,United States,New York
7485,7/14/2018,10548,4307,186-SETMC377,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Whitening Moisturizing Essential Oil & Platiumn Micro-Current Therapy Roller 2pcs,1,3,269.49,269.49,5.3898,#############,Standard Class,New York City,United States,New York
7486,6/16/2018,6889,2383,128-PLVBE,Beauty,Skincare,Phyto Laboratory,Phyto Laboratory 15% Vitamin B3 + Ceramides Brightening Essence 30ml,1,5,345,345,86.25,#############,Standard Class,New York City,United States,New York
7487,4/4/2018,6889,38886,544-15636083701,Beauty,Skincare,Lancaster,Lancaster Aquamilk Day Cream - For Normal Skin Type 50ml/1.7oz,1,2,174.29,174.286,-19.9184,#############,Standard Class,Jacksonville,United States,North Carolina
7488,10/12/2018,6889,27625,544-21299051101,Beauty,Skincare,L'Oreal,L'Oreal Hydra Fresh White Sea Narcissus Toner 130ml/4.3oz,1,4,662.84,662.84,172.3384,#############,Standard Class,Jacksonville,United States,North Carolina
7489,7/1/2018,6889,30853,544-16401525506,Beauty,Fragrance,John Richmond,John Richmond Viva Rock Eau De Toilette Spray 50ml/1.7oz,1,5,95.1,95.1,30.432,#############,Standard Class,Jacksonville,United States,North Carolina
7490,4/27/2019,6889,4312,186-SETMC382,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Ginger Body Essential Oil Complex & Platiumn Micro-Current Therapy Roller 2pcs,1,6,26.88,26.88,12.9024,#############,Standard Class,New York City,United States,New York
7491,5/16/2018,6889,4310,186-SETMC380,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Slimming & Firming Essential Oil Complex & Platiumn Micro-Current Therapy Roller 2pcs,1,2,257.98,257.98,74.8142,#############,Standard Class,Philadelphia,United States,Pennsylvania
7492,7/22/2018,61,30240,544-18564799906,Beauty,Fragrance,Demeter,Demeter Punch Cologne Spray 120ml/4oz,1,2,7.9,7.904,2.1736,#############,Standard Class,Orlando,United States,Florida
7493,2/14/2019,10548,27687,544-17720642001,Beauty,Skincare,Mario Badescu,Mario Badescu Cucumber Cleansing Lotion - For Combination/ Oily Skin Types 472ml/16oz,1,2,145.98,145.98,-99.2664,#############,Standard Class,Orlando,United States,Florida
7494,1/24/2019,10548,25250,544-21806723701,Beauty,Skincare,NUXE,Nuxe Splendieuse Enrichie Anti-Dark Spot Cream SPF 20 (For Dry Skin) 50ml/1.67oz,1,4,35.81,35.808,12.5328,#############,Standard Class,Orlando,United States,Florida
7495,10/19/2018,11218,4047,186-MC048,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Bust Developing Essential Oil Complex 10ml,1,3,826.11,826.11,322.1829,#############,Second Class,Houston,United States,Texas
7496,12/31/2018,11218,4041,186-MC042,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Whitening & Moisturizing Essential Oil Complex 10ml,1,9,545.85,545.85,114.6285,#############,Second Class,Houston,United States,Texas
7497,3/18/2018,9878,4042,186-MC043,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Anti-Sensitive & Moisturizing Essential Oil Complex 10ml,1,7,366.79,366.786,65.2064,#############,Second Class,Houston,United States,Texas
7498,7/3/2018,9878,4040,186-MC041,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Oily Acne Essential Oil Complex 10ml,1,4,54.37,54.368,4.0776,#############,Standard Class,Louisville,United States,Kentucky
7499,9/14/2018,9878,4049,186-MC050,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Nerve Blend Essential Oil Complex 50ml,1,2,33.96,33.96,16.98,#############,Standard Class,Louisville,United States,Kentucky
7500,11/21/2018,7129,4050,186-MC051,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Ginger Body Essential Oil Complex 50ml,1,7,12.54,12.544,-9.0944,#############,Standard Class,Louisville,United States,Kentucky
7501,12/30/2017,7129,4046,186-MC047,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Slimming & Firming Essential Oil Complex 10ml,1,8,58.48,58.48,27.4856,#############,Standard Class,Louisville,United States,Kentucky
7502,4/22/2019,7129,4044,186-MC045,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Facial & Firming Essential Oil Complex 10ml,1,2,7.4,7.4,3.034,#############,Standard Class,Medina,United States,Ohio
7503,1/2/2018,11189,4303,186-SETMC373,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Slimming & Firming Essential Oil Complex & Magnetic Meridians Therapy Massager 2pcs,1,13,39.31,39.312,12.7764,#############,Standard Class,Medina,United States,Ohio
7504,10/21/2018,11189,4305,186-SETMC375,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Ginger Body Essential Oil Complex & Magnetic Meridians Therapy Massager 2pcs,1,4,1.34,1.344,-2.1504,#############,Standard Class,Medina,United States,Ohio
7505,7/14/2018,11189,35910,544-14048580102,Beauty,Makeup,Christian Dior,Christian Dior Diorskin Nude Tan Nude Glow Sun Powder (With Kabuki Brush) - # 003 Cinnamon 10g/0.35oz,1,4,8.27,8.272,-13.6488,#############,Second Class,New York City,United States,New York
7506,11/6/2018,7257,4300,186-SETMC370,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Whitening Moisturizing Essential Oil & Magnetic Meridians Therapy Massager 2pcs,1,7,158.93,158.928,41.7186,#############,Standard Class,Chicago,United States,Illinois
7507,10/6/2018,7257,4299,186-SETMC369,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Foxur Remover Essential Oil & Magnetic Meridians Therapy Massager 2pcs,1,1,13.02,13.023,-10.4184,#############,Second Class,Philadelphia,United States,Pennsylvania
7508,5/18/2019,7257,4301,186-SETMC371,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Facial & Firming Essential Oil Complex & Magnetic Meridians Therapy Massager 2pcs,1,2,273.06,273.06,-104.673,#############,Second Class,Philadelphia,United States,Pennsylvania
7509,12/23/2017,4282,4302,186-SETMC372,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Rose Bulgarian Essential Oil Complex & Magnetic Meridians Therapy Massager 2pcs,1,2,9.66,9.664,3.2616,#############,Standard Class,New York City,United States,New York
7510,3/3/2019,7806,4122,186-SETMC058,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Aroma Therapy Spray Device Set Nano Beauty Mist Hydrator & Lemon 100% Essential Oil 2pcs,1,1,99.99,99.99,43.9956,#############,Standard Class,New York City,United States,New York
7511,1/30/2018,7806,4304,186-SETMC374,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Skin Care Set Nerve Blend Essential Oil Complex & Magnetic Meridians Therapy Massager 2pcs,1,3,230.38,230.376,-48.9549,#############,Standard Class,New York City,United States,New York
7512,4/8/2018,11164,4083,186-BTM055,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Nano Beauty Mist Hydrator 1pc,1,2,63.56,63.56,3.178,#############,Standard Class,San Francisco,United States,California
7513,12/6/2018,11233,4082,186-BTM054,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Ionic Eye Massager 1pc,1,10,"2,396.40",2396.4,179.73,#############,Standard Class,San Francisco,United States,California
7514,3/22/2019,11237,4026,186-MC002,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Lemon 100% Essential Oil 10ml,1,5,595,595,95.2,#############,Standard Class,San Francisco,United States,California
7515,7/11/2018,11237,24757,544-19268060901,Beauty,Skincare,Evolu,Evolu Protective Day Cream SPF15 75ml/2.6oz,1,3,79.87,79.872,29.952,#############,Standard Class,San Francisco,United States,California
7516,2/18/2019,8568,2387,128-PLNPE,Beauty,Skincare,Phyto Laboratory,Phyto Laboratory Eye Premium NP Eye Perfecting Serum 10ml,1,2,301.96,301.96,60.392,#############,Standard Class,San Francisco,United States,California
7517,7/2/2018,6691,2385,128-PLBMT,Beauty,4-hour Delivery for Mother's day,Phyto Laboratory,Phyto Laboratory Vitamin B3 +Ceramides Brightening Mist 100ml,1,5,754.45,754.45,60.356,#############,Standard Class,San Francisco,United States,California
7518,5/13/2018,10959,30452,544-13162699906,Beauty,Fragrance,Etro,Etro Dianthus Eau De Toilette Spray 100ml/3.3oz,1,2,11.96,11.96,5.8604,#############,Standard Class,San Francisco,United States,California
7519,7/13/2018,10959,35023,544-20979509221,Beauty,Personal Care,Billy Jealousy,Billy Jealousy Funk Buddy Deodorant No.1 - Clean 75g/2.65oz,1,3,629.06,629.064,31.4532,#############,Standard Class,San Francisco,United States,California
7520,6/24/2018,11126,4321,186-CECCA004,Beauty,Skincare,SECCA,VITAMIN C WHITENING SERUM,1,8,211.84,211.84,76.2624,#############,Standard Class,San Francisco,United States,California
7521,2/7/2019,11126,4085,186-BTM067,Beauty,Skincare,MYTHSCEUTICALS,MYTHSCEUTICALS Magnetic Meridians Therapy Massager 1pc,1,2,5.68,5.68,1.917,#############,Second Class,Jackson,United States,Michigan
7522,12/20/2017,11126,32635,544-18595599905,Beauty,Men,Demeter,Demeter Parsley Cologne Spray 120ml/4oz,1,5,7.52,7.52,2.632,#############,Second Class,Jackson,United States,Michigan
7523,2/16/2019,1628,4318,186-CECCA001,Beauty,Skincare,SECCA,VITAMIN B5 H.A MOISTURIZING SERUM,1,5,24.2,24.2,7.986,#############,Second Class,Jackson,United States,Michigan
7524,8/24/2018,1628,4319,186-CECCA002,Beauty,Skincare,SECCA,SNAIL REPAIRING SERUM,1,3,359.98,359.976,130.4913,#############,Standard Class,Philadelphia,United States,Pennsylvania
7525,7/7/2018,10510,4320,186-CECCA003,Beauty,Skincare,SECCA,24K GOLD COMPLEX SERUM,1,10,79.92,79.92,26.973,#############,Standard Class,Philadelphia,United States,Pennsylvania
7526,12/2/2018,4299,36674,544-18447800001,Beauty,Skincare,Elemis,Elemis Pro-Collagen Advanced Eye Treatment (Salon Product) 15ml/0.5oz,1,9,"1,115.91",1115.91,200.8638,#############,Standard Class,Philadelphia,United States,Pennsylvania
7527,2/20/2018,4299,4322,186-CECCA005,Beauty,Skincare,SECCA,MARINE COLLAGEN COMPLEX SERUM,1,7,128.74,128.744,-28.9674,#############,Standard Class,Philadelphia,United States,Pennsylvania
7528,5/19/2018,8843,28689,544-21003880431,Beauty,Skincare,Clinique,Clinique Travel Set: Sonic Facial Soap + Clarifying Lotion 3 + DDMG + Smart Serum + Moisture Surge Intense + 6pcs+1bag,1,7,956.66,956.6648,-225.0976,#############,Second Class,Warwick,United States,Rhode Island
7529,12/10/2018,4069,28417,544-16837176701,Beauty,Skincare,Biotherm,Biotherm Creme Solaire SPF 50 Dry Touch UVA/UVB Matte Effect Face Cream 50ml/1.69oz,1,5,37,37,16.65,#############,Standard Class,New York City,United States,New York
7530,8/19/2018,4069,4086,186-BTM131,Beauty,N\A,MYTHSCEUTICALS,MYTHSCEUTICALS Head and Neck Therapy Massage 1pc,1,2,5.76,5.76,2.8224,#############,Standard Class,El Paso,United States,Texas
7531,3/23/2018,4069,32675,544-21551202805,Beauty,Men,Dsquared2,Dsquared2 Wild Eau De Toilette Spray 100ml/3.4oz,1,6,16.68,16.68,4.3368,#############,Standard Class,El Paso,United States,Texas
7532,8/29/2018,4069,27644,544-19946851101,Beauty,Skincare,L'Oreal,L'Oreal White Perfect Clinical New Skin Essence-Lotion 175ml/5.92oz,1,7,628.81,628.81,12.5762,#############,Standard Class,Rochester,United States,Minnesota
7533,4/21/2018,4069,37070,544-22018269521,Beauty,Men,Esquire Grooming,Esquire Grooming The Beard Oil 41ml/1.4oz,1,5,56.45,56.45,14.677,#############,Standard Class,Rochester,United States,Minnesota
7534,9/2/2018,4069,33383,544-13872065805,Beauty,Men,Salvatore Ferragamo,Salvatore Ferragamo Attimo Eau De Toilette Spray 60ml/2oz,1,6,94.2,94.2,23.55,#############,Standard Class,Rochester,United States,Minnesota
7535,12/6/2017,4069,34785,544-21859695303,Beauty,Personal Care,Ahava,Ahava Deadsea Water Mineral Body Lotion - Prickly Pear & Moringa 250ml/8.5oz,1,5,28.4,28.4,13.348,#############,Standard Class,Buffalo,United States,New York
7536,1/27/2019,11242,4313,186-SV01,Beauty,Skincare,SWISSVITAL,Age Defying Serum,1,2,59.9,59.9,23.96,#############,Standard Class,Buffalo,United States,New York
7537,11/16/2018,5659,31313,544-17024865503,Beauty,Fragrance,Roger & Gallet,Roger & Gallet Fleur De Figuier Perfumed Soap Coffret 3x100g/3.5oz,1,2,37.6,37.6,2.256,#############,First Class,Knoxville,United States,Tennessee
7538,10/6/2018,2257,37719,544-11128802914,Beauty,Makeup,GloMinerals,GloMinerals GloMetallic Smoky Eye Kit 4x1.6g/0.055oz,1,4,113.92,113.92,42.1504,#############,First Class,Knoxville,United States,Tennessee
7539,12/29/2018,2257,32630,544-18589799905,Beauty,Men,Demeter,Demeter Fiery Curry Cologne Spray 120ml/4oz,1,2,39.68,39.68,10.3168,#############,Standard Class,Newark,United States,Delaware
